,Ticker,Tipo,Nome,DataCompra,ValorAreaBrutaLocavel,Estado,Cidade,Endereco,GoogleMapsLink,PercentualPartic,PecentualVacancia,PercentualInadimplencia90Dias,PercentualFii,Latitude,Longitude
3,RBCO11,Outros,Ed. Morumbi,,10050.0,SP,São Paulo,"a Av. Morumbi, 8.234",https://www.google.com/maps/uv?pb=!1s0x926c04b06b7c44a3%3A0x66ed5fb461b6c36a!3m1!7e115!4shttps%3A%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOW0UWM8cWcr5QebPCf7_DZSPdXbctGipzbCCRU%3Dw173-h87-n-k-no!5sa%20Av.%20Morumbi%2C%208.234%2C%20Santo%20Amaro%2C%20S%C3%A3o%20Paulo%20-%20SP%20-%20Google%20Search!15sCgIgARICCAI&imagekey=!1e2!2s9AKPiBhb4LqXys7Exabshw&hl=en,0.0,0.0,0.0,0.0,,
0,RBED11,Agência Bancária,Agência Santo André,18-04-2021T21:00:00,6242.43,SP,Santo André,"Rua Senador Fláquer, 305","https://www.google.com.br/maps/@-23.661424,-46.5248,3a,90y,4.37h,104.67t/data=!3m4!1e1!3m2!1syPJ35B9A1jZVQkh8zlWsTA!2e0?hl=pt-BR",15.36,0.0,0.0,13.18,-23.661424,-46.5248
1,RBED11,Laje Corporativa,Av. Presidente Juscelino Kubitschek,18-12-2019T21:00:00,24483.0,MG,Betim,"Avenida Presidente Juscelino Kubitschek, n° 227/229 e 247","https://www.google.com/maps/place/Av.+Juscelino+Kubitschek,+227+-+Centro,+Betim+-+MG,+32600-225/@-19.9693923,-44.199618,3a,75y,38.45h,90t/data=!3m8!1e1!3m6!1s3L0qBCq7vWBdFgEV4hiqSA!2e0!3e11!6s%2F%2Fgeo2.ggpht.com%2Fmaps%2Fphotothumb%2Ffd%2Fv1%3Fbpb%3DChEKD3NlYXJjaC5nd3MtcHJvZBJmCjgJOdBZbZDDpgARhtuHqGIGEC0aJAsQ04W4QhobEhkKFAoSCTnQWW2Qw6YAEXVCL8r7bhthEOMBDBIKDffpGPQVq6yn5RoSCe3hqNKPw6YAEYkP-KXL8d2BKgoNwO8Y9BWTsqflGgQIVhBW%26gl%3DBR!7i16384!8i8192!4m5!3m4!1s0xa6c3906d59d039:0x2d100662a887db86!8m2!3d-19.9692352!4d-44.1994605",100.0,0.0,0.0,29.79,-19.9693923,-44.199618
2,RBED11,Faculdade,Consolação,21-10-2021T21:00:00,586.9,SP,São Paulo,"Rua da Consolação, nºs 2.320 e 2.322","https://www.google.com/maps/@-23.5547591,-46.661893,3a,82.5y,325.36h,95.62t/data=!3m6!1e1!3m4!1s8g6xA0wADBnni7NBfkB9BQ!2e0!7i16384!8i8192",1.71,0.0,0.0,1.67,-23.5547591,-46.661893
3,RBED11,Faculdade,Cuiabá,29-06-2019T21:00:00,38529.0,MT,Cuiabá,"Avenida Beira Rio, 3.001, Jardim Europa - Cuiabá/MT","https://www.google.com/maps/place/Av.+Beira+Rio+Sul,+3001+-+Jardim+Europa,+Cuiab%C3%A1+-+MT,+78115-240/@-15.6251775,-56.0864988,3a,75y,210.39h,86.19t/data=!3m6!1e1!3m4!1sUU6kMssA6o3-z7VndGpqJg!2e0!7i13312!8i6656!4m5!3m4!1s0x939dae23f6f10a27:0x4758bb66dbf5687d!8m2!3d-15.6252883!4d-56.086539",100.0,0.0,0.0,15.29,-15.6251775,-56.0864988
4,RBED11,Laje Corporativa,Ipatinga,18-12-2019T21:00:00,14097.0,MG,Ipatinga,"Rua Jequitibá, 401","https://www.google.com/maps/place/rua+jequitiba+401+horto+ipatinga/@-19.5045885,-42.5709102,3a,75y,122.71h,90t/data=!3m4!1e1!3m2!1sd6aT-jPiKF-FEvHcHzPlMw!2e0!4m2!3m1!1s0xa555155572a9fd:0x5baf84eadc8f5f7d?sa=X&ved=2ahUKEwiExfS-wYbqAhUeE7kGHSaMCgMQxB0wAHoECAsQAg",100.0,0.0,0.0,7.73,-19.5045885,-42.5709102
5,RBED11,Laje Corporativa,Rua dos Timbiras,18-12-2019T21:00:00,5940.0,MG,Belo Horizonte,"Rua Timbiras, 1387","https://www.google.com/maps/place/Rua+dos+Timbiras,+1387+-+Funcion%C3%A1rios,+Belo+Horizonte+-+MG,+30140-060/@-19.9275528,-43.9361896,3a,75y,177.97h,97.91t/data=!3m8!1e1!3m6!1sINEjZvVU1QnX8MLJxTcoTA!2e0!3e11!6s%2F%2Fgeo0.ggpht.com%2Fmaps%2Fphotothumb%2Ffd%2Fv1%3Fbpb%3DChEKD3NlYXJjaC5nd3MtcHJvZBJmCjgJH8I-UuaZpgARYogL9bujhzwaJAsQ04W4QhobEhkKFAoSCR_CPlLmmaYAEc-pyUIeHQmBEOsKDBIKDcpLH_QVAN7P5RoSCUto9-HgmaYAEYFpAvYUbUvmKgoN1kQf9BXx28_lGgQIVhBW%26gl%3DBR!7i16384!8i8192!4m5!3m4!1s0xa699e6523ec21f:0x3c87a3bbf50b8862!8m2!3d-19.9277354!4d-43.9362575",100.0,0.0,0.0,8.66,-19.9275528,-43.9361896
6,RBED11,Faculdade,São Luis,27-06-2019T21:00:00,24466.0,MA,São Luís,"Avenida São Luís Rei de França, 32, Turu - São Luís/MA","https://www.google.com/maps/@-2.5311794,-44.2261942,3a,75y,62.38h,85.77t/data=!3m7!1e1!3m5!1sgJpL_OJosVwl97wg-EN_rg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DgJpL_OJosVwl97wg-EN_rg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D40%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",100.0,0.0,0.0,20.24,-2.5311794,-44.2261942
0,RBGS11,Shopping Tradicional,Shopping Sulacap,31-07-2011T21:00:00,28755.71,RJ,Rio de Janeiro,"Avenida Marechal Fontinele, 3545","https://www.google.com.br/maps/@-22.885078,-43.40233,3a,75y,209.76h,96.36t/data=!3m4!1e1!3m2!1sJt1Kd53QrTVqZK_hOjHyXw!2e0",44.0,11.94,19.4,100.0,-22.885078,-43.40233
0,RBLG11,Galpão,Sotreq Parauapebas,,48411.0,PA,Parauapebas,Rodovia PA-275 - KM 11,"https://www.google.com/maps/place/Sotreq+Parauapebas/@-6.0759883,-49.8892733,14.75z/data=!4m12!1m6!3m5!1s0x0:0xc784312c7c725722!2sSotreq+Parauapebas!8m2!3d-6.0743499!4d-49.8815554!3m4!1s0x0:0xc784312c7c725722!8m2!3d-6.0743499!4d-49.8815554",0.0,0.0,0.0,29.28,-6.0759883,-49.8892733
0,RBRD11,Centro Logístico,Ambev,,9847.35,PR,São José dos Pinhais,"Rua Alfredo Pinto, 29","https://www.google.com.br/maps/@-25.49454,-49.176429,3a,90y,62.78h,81.18t/data=!3m4!1e1!3m2!1sAnWqLIoAfZn2j-matboGPQ!2e0",0.0,0.0,0.0,23.58,-25.49454,-49.176429
1,RBRD11,Prédio Corporativo,Ampla,19-07-2010T21:00:00,11834.0,RJ,São Gonçalo,"Rua Doutor Nilo Peçanha, 546","https://www.google.com.br/maps/@-22.819047,-43.033481,3a,64.8y,144.71h,104.68t/data=!3m4!1e1!3m2!1sIYY7yHoGmcOp2JFcx8IySQ!2e0!6m1!1e1",100.0,0.0,0.0,76.42,-22.819047,-43.033481
2,RBRD11,Loja de Rua,Leader Catete,08-07-2010T21:00:00,2248.0,RJ,Rio de Janeiro,"Rua do Catete, 196","https://www.google.com.br/maps/@-22.92755,-43.176791,3a,73.4y,320.17h,99.68t/data=!3m4!1e1!3m2!1sLECHmv0I2oDhuPdfuwTyJg!2e0!6m1!1e1",100.0,100.0,0.0,0.0,-22.92755,-43.176791
3,RBRD11,Loja de Rua,Leader Natal,19-08-2010T21:00:00,2508.0,RN,Natal,"Rua João Pessoa, 86 ","https://maps.google.com.br/maps?q=rua+Jo%C3%A3o+Pessoa,+86+cidade+alta+natal&hl=pt-BR&ie=UTF8&ll=-5.786216,-35.207714&spn=0.001524,0.002642&sll=-5.786326,-35.207541&layer=c&cbp=13,256.47,,0,-3.69&cbll=-5.786319,-35.207515&hnear=R.+Jo%C3%A3o+Pessoa,+86+-+Cidade+Alta,+Natal+-+Rio+Grande+do+Norte,+59025-500&t=h&z=19&panoid=47x2o6dAzFXIrFRxGWoxXw",100.0,100.0,0.0,0.0,,
0,RBRL11,Galpão,Galpão Extrema,,37600.24,MG,Extrema,"Estrada Municipal Vargem do João Pinto nº 450, Gleba 1",,0.0,0.0,0.0,0.0,,
1,RBRL11,Galpão,Galpão Hortolândia I,,17073.54,SP,Hortolândia,"Condomínio Tech Town, unid nº7,  Rodovia SP 101","https://www.google.com/maps/@-22.9000992,-47.1977319,3a,42.4y,327.85h,97.22t/data=!3m6!1e1!3m4!1s4pgeiZPAa2f0T2zRYFzH0g!2e0!7i16384!8i8192",0.0,0.0,0.0,0.0,-22.9000992,-47.1977319
2,RBRL11,Galpão,Galpão Hortolândia III,,42447.19,SP,Hortolândia,"Est Carlos Roberto Prataviera, nº 650","https://www.google.com/maps/@-22.86261,-47.1813958,3a,75y,280.97h,85.06t/data=!3m7!1e1!3m5!1sL7ziqzLv9S66A1NRY7fWhw!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DL7ziqzLv9S66A1NRY7fWhw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D200.22237%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",0.0,0.0,0.0,0.0,-22.86261,-47.1813958
3,RBRL11,Galpão,Galpão Itapevi,,27800.0,SP,Itapevi,"Prof Vernon Krieble, nº 455, Itapevi/SP","https://www.google.com/maps/place/Prof+Vernon+Krieble,+n%C2%BA+455,+Itapevi%2FSP/@-23.5249212,-46.9404026,3a,75y,151.07h,90t/data=!3m4!1e1!3m2!1sC5JEgYYQDxjGttqLDSar6A!2e0!4m2!3m1!1s0x94cf043367cef3f5:0x18ceef68cf6daa2f?sa=X&ved=2ahUKEwjTn6rX3IvqAhXuErkGHWlNAegQxB0wAHoECAsQAg",0.0,0.0,0.0,0.0,-23.5249212,-46.9404026
4,RBRL11,Galpão,Galpão KSM,,82156.33,MG,Extrema,"Estrada Municipal Luiz Lopes Neto, nº 21",,0.0,0.0,0.0,0.0,,
0,RBRP11,Laje Corporativa,Condomínio Comary,,4111.0,SP,São Paulo,"Rua Amauri, 299, 311 (lojas) e 305 (entrada)","https://www.google.com/maps/place/R.+Amauri,+305+-+Itaim+Bibi,+S%C3%A3o+Paulo+-+SP,+01406-200/@-23.5812583,-46.683226,3a,75y,348.52h,95.17t/data=!3m6!1e1!3m4!1s8qa96iNBR_14PIS5pmu8hw!2e0!7i16384!8i8192!4m5!3m4!1s0x94ce576905dd5351:0x3af74f1c150ee071!8m2!3d-23.581437!4d-46.6831375",0.0,0.0,0.0,0.0,-23.5812583,-46.683226
1,RBRP11,Prédio Corporativo,Edifício Castello Branco,,961.0,RJ,Rio de Janeiro,"Av. República do Chile, 230","https://www.google.com.br/maps/place/Av.+Rep%C3%BAblica+do+Chile,+230+-+Centro,+Rio+de+Janeiro+-+RJ,+20031-170/@-22.9093454,-43.1808055,3a,75y,335.49h,90t/data=!3m7!1e1!3m5!1sCVGkmEf1JRLXudZSt_HaZA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DCVGkmEf1JRLXudZSt_HaZA%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D335.49347%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m13!1m7!3m6!1s0x997f66bff9d00f:0xdd9116fd81c52af5!2sAv.+Rep%C3%BAblica+do+Chile,+230+-+Centro,+Rio+de+Janeiro+-+RJ,+20031-170!3b1!8m2!3d-22.9088887!4d-43.1810308!3m4!1s0x997f66bff9d00f:0xdd9116fd81c52af5!8m2!3d-22.9088887!4d-43.1810308",0.0,0.0,0.0,0.0,-22.9093454,-43.1808055
2,RBRP11,Laje Corporativa,Edíficio Celebration,,1512.8,SP,São Paulo,"Rua Casa do Ator, 1155","https://www.google.com/maps/place/R.+Casa+do+Ator,+1155+-+Vila+Ol%C3%ADmpia,+S%C3%A3o+Paulo+-+SP,+04546-004/@-23.5965071,-46.6840851,3a,75y,210.73h,90t/data=!3m6!1e1!3m4!1sHTqrpibH_KyITQ_U749dZw!2e0!7i16384!8i8192!4m5!3m4!1s0x94ce574edbc14853:0xf221ce1e9af3d41!8m2!3d-23.5967001!4d-46.6842283",0.0,0.0,0.0,0.0,-23.5965071,-46.6840851
3,RBRP11,Faculdade,Edifício Cerp,,4233.62,RJ,Rio de Janeiro,"Avenida Venezuela, 43","https://www.google.com/maps/place/Avenida+Venezuela,+43+-+Sa%C3%BAde+-+Rio+de+Janeiro+-+RJ/@-22.8966723,-43.1839757,3a,75y,222.95h,90t/data=!3m4!1e1!3m2!1s7xZsFlc6QbUbaW_FQJBmGw!2e0!4m2!3m1!1s0x997f5ad6b16a3b:0xdea2e59f3d8b8d6c?sa=X&ved=2ahUKEwjBjKHxwonqAhXbH7kGHf0gDPIQxB0wAHoECAsQAg",0.0,0.0,0.0,0.0,-22.8966723,-43.1839757
4,RBRP11,Prédio Corporativo,Edifício Delta Plaza,,8162.57,SP,São Paulo,"Rua Cincinato Braga, 340","https://www.google.com.br/maps/@-23.5681312,-46.646296,3a,75y,51.49h,96.19t/data=!3m4!1e1!3m2!1s2E7gvLVGfoY-VG_2slakMg!2e0",0.0,0.0,0.0,0.0,-23.5681312,-46.646296
5,RBRP11,Laje Corporativa,Edíficio Mario Garneiro Torre Sul,,2359.37,SP,São Paulo,"Av. Brg. Faria Lima, 1","https://www.google.com/maps/place/Av.+Brg.+Faria+Lima,+1+-+Pinheiros,+S%C3%A3o+Paulo+-+SP,+05426-100/@-23.5744659,-46.6885293,3a,52.4y,64.93h,98.47t/data=!3m6!1e1!3m4!1sH0tQV7UWGrJ0SIREMljS-g!2e0!7i16384!8i8192!4m5!3m4!1s0x94ce5772e441695b:0xacf5c984be492dd4!8m2!3d-23.5743217!4d-46.6882513",0.0,0.0,0.0,0.0,-23.5744659,-46.6885293
6,RBRP11,Prédio Corporativo,Edifício Mykonos,,572.07,SP,São Paulo,"Rua Gomes de Carvalho, 1.356","https://www.google.com.br/maps/place/Rua+Gomes+de+Carvalho,+1356/@-23.5966627,-46.6861764,3a,75y,30.9h,90t/data=!3m4!1e1!3m2!1sFlvc5Ecz11oOqDNRTaCc6w!2e0!4m2!3m1!1s0x94ce5748dc808035:0xe294fe2df77cb866?sa=X&ved=0ahUKEwi9tfXD2uLbAhUITJAKHS76ATsQxB0IKDAA",0.0,0.0,0.0,0.0,-23.5966627,-46.6861764
7,RBRP11,Prédio Corporativo,Edíficio Pravda,,502.0,SP,Barueri,"Alameda Grajaú, 98","https://www.google.com/maps/place/Alameda+Graja%C3%BA,+98+-+Alphaville+Industrial,+Barueri+-+SP,+06454-050/@-23.4973695,-46.8466765,3a,50.4y,130.98h,97.86t/data=!3m6!1e1!3m4!1s8n5w4YMElhWLChfcUKtpyw!2e0!7i16384!8i8192!4m5!3m4!1s0x94cf0222c8c7b525:0xaafcc4aa0ba91500!8m2!3d-23.4975715!4d-46.8461832",0.0,0.0,0.0,0.0,-23.4973695,-46.8466765
8,RBRP11,Prédio Corporativo,Edifício River One,,23625.14,SP,São Paulo,"Rua Gerivatiba, 207","https://www.google.com/maps/place/Rua+Gerivatiba,+207+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05501-030/@-23.5697701,-46.7036323,3a,75y,257.26h,90t/data=!3m6!1e1!3m4!1s6nnKAf3Spcr48If_AOAcww!2e0!7i16384!8i8192!4m5!3m4!1s0x94ce57a97f1ec729:0xf8fc7ec801498f03!8m2!3d-23.5698415!4d-46.7039112",0.0,0.0,0.0,0.0,-23.5697701,-46.7036323
9,RBRP11,Faculdade,Somos Sistema de Ensino S.A.,,14.68,SP,São Paulo,Avenida João Dias n° 1.645,"https://www.google.com.br/maps/place/Av.+Jo%C3%A3o+Dias,+1645+-+Santo+Amaro,+S%C3%A3o+Paulo+-+SP,+04723-001/@-23.6450227,-46.716212,3a,75y,183.91h,90t/data=!3m7!1e1!3m5!1sTcmngonQrK3HXOeJBJVRiA!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DTcmngonQrK3HXOeJBJVRiA%26output%3Dthumbnail%26cb_client%3Dsearch.TACTILE.gps%26thumb%3D2%26w%3D86%26h%3D86%26yaw%3D183.91241%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656!4m13!1m7!3m6!1s0x94ce5104fd22d0a3:0xb8596a94105e2ad5!2sAv.+Jo%C3%A3o+Dias,+1645+-+Santo+Amaro,+S%C3%A3o+Paulo+-+SP,+04723-001!3b1!8m2!3d-23.6452714!4d-46.7162291!3m4!1s0x94ce5104fd22d0a3:0xb8596a94105e2ad5!8m2!3d-23.6452714!4d-46.7162291",0.0,0.0,0.0,0.0,-23.6450227,-46.716212
0,RBRS11,Outros,Urbic Tomas Alves,,1237.09,SP,São Paulo,"Rua Dr. Tomás Alves, 172 e 184","https://www.google.com/maps/place/R.+Dr.+Tom%C3%A1s+Alves,+172+-+Vila+Mariana,+S%C3%A3o+Paulo+-+SP,+04017-070/@-23.5880137,-46.6391093,3a,75y,245.91h,90t/data=!3m7!1e1!3m5!1spf0Lq-NB8grvJe_zTnGwfA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dpf0Lq-NB8grvJe_zTnGwfA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D245.91%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m5!3m4!1s0x94ce5a282af1aba1:0x91c66d2f3c42f8f4!8m2!3d-23.5880814!4d-46.6392727",0.0,26.31,0.0,14.47,-23.5880137,-46.6391093
0,RBVA11,Agência Bancária,14 Bis,,1900.0,RJ,Rio de Janeiro,"Av. Marechal Câmara, nº 160","https://www.google.com/maps/uv?hl=pt-BR&pb=!1s0x9981dd8d66f765:0x230e7dbfb7a58ebf!3m1!7e115!4zL21hcHMvcGxhY2UvQXYuK01hcmVjaGFsK0MlQzMlQTJtYXJhLCtuJUMyJUJBKzE2MCstK1JpbytkZStKYW5laXJvKy0rUkorY2FpeGEvQC0yMi45MDk5NDUyLC00My4xNjkyMjQ2LDNhLDc1eSw3My4xMWgsOTB0L2RhdGE9ITNtNCExZTEhM20yITFzblJqQUpmaUFFNzhQaGhLZ3dmb3RtdyEyZTAhNG0yITNtMSExczB4OTk4MWRkOGQ2NmY3NjU6MHgyMzBlN2RiZmI3YTU4ZWJmP3NhPVg!5sAv.+Marechal+C%C3%A2mara,+n%C2%BA+160+-+Rio+de+Janeiro+-+RJ+caixa+-+Pesquisa+Google&imagekey=!1e2!2snRjAJfiAE78PhhKgwfotmw&sa=X&ved=2ahUKEwjXneibocLmAhUBDrkGHZk4BSkQpx8wCnoECBYQCw",0.0,0.0,0.0,2.23,,
1,RBVA11,Agência Bancária,Agência Barra Funda,15-04-2012T21:00:00,1293.02,SP,São Paulo,"Avenida Rio Branco, 1675 - Loja","https://www.google.com.br/maps/@-23.5300483,-46.647265,3a,90y,246.16h,96.63t/data=!3m4!1e1!3m2!1sycRLY1GGg-2UiIhkaPjDsg!2e0?hl=pt-BR",100.0,0.0,0.0,0.59,-23.5300483,-46.647265
2,RBVA11,Agência Bancária,Agência Cipó Guaçu,22-09-2014T21:00:00,551.0,SP,Embu-Guaçu,"Rua Sesefredo Klein Doll, 12 ","https://www.google.com.br/maps/place/R.+Sesefredo+Klein+Doll,+12+-+Parque+S%C3%A3o+Lucas,+Embu-Gua%C3%A7u+-+SP,+06900-000/@-23.8786732,-46.7932497,364m/data=!3m1!1e3!4m2!3m1!1s0x94ce357af626830f:0x7f4420ea0ea5f9a9",100.0,0.0,0.0,0.35,-23.8786732,-46.7932497
3,RBVA11,Agência Bancária,Agência de São Mateus,,2050.0,SP,São Paulo,"Avenida Mateo Bei, 2592","https://www.google.com.br/maps/@-23.604281,-46.481141,3a,56.5y,249.59h,91.11t/data=!3m4!1e1!3m2!1stKbRATTFFIMKyPC9fIi6AQ!2e0?hl=pt-BR",0.0,0.0,0.0,0.4,-23.604281,-46.481141
4,RBVA11,Agência Bancária,Agência Estrada do Rio do A,13-01-2014T22:00:00,571.41,RJ,Rio de Janeiro,"Estrada Rio do A, 1131","https://www.google.com.br/maps/@-22.897623,-43.565121,3a,27.3y,328.84h,87.41t/data=!3m4!1e1!3m2!1sIlBOAke2MrW9dbxZDPNULQ!2e0!6m1!1e1",100.0,0.0,0.0,0.64,-22.897623,-43.565121
5,RBVA11,Agência Bancária,Agência Guaianases,02-04-2012T21:00:00,2475.1,SP,São Paulo,"Rua Salvador Gianetti, 436","https://www.google.com.br/maps/@-23.542141,-46.418221,3a,90y,184.36h,80.33t/data=!3m4!1e1!3m2!1sAV4M8QWRCstoTvx-ns0CBQ!2e0?hl=pt-BR",100.0,0.0,0.0,0.58,-23.542141,-46.418221
6,RBVA11,Agência Bancária,Agência Guarapiranga,17-04-2012T21:00:00,1312.18,SP,São Paulo,"Avenida de Pinedo, 228","https://www.google.com.br/maps/@-23.667476,-46.713055,3a,75y,301.35h,95.12t/data=!3m4!1e1!3m2!1s_lbA4BvsFw25HQ5ZpKThAQ!2e0?hl=pt-BR",100.0,0.0,0.0,0.6,-23.667476,-46.713055
7,RBVA11,Agência Bancária,Agência Imirim,18-07-2012T21:00:00,1384.34,SP,São Paulo,"Avenida Imirim, 1271","https://www.google.com.br/maps/@-23.493919,-46.646787,3a,51.6y,177.25h,94.54t/data=!3m4!1e1!3m2!1sguqEAMp2DV9LLDJA0Whjlw!2e0?hl=pt-BR",100.0,0.0,0.0,0.49,-23.493919,-46.646787
8,RBVA11,Agência Bancária,Agência Industrial,15-06-2014T21:00:00,552.0,MG,Uberlândia,"Avenida Comendador Alexandrino Garcia, 1285","https://www.google.com.br/maps/@-18.881594,-48.268178,3a,53.4y,317.54h,76.14t/data=!3m4!1e1!3m2!1sYCkCbGfgXVxeQ0U6W2RUCA!2e0",100.0,0.0,0.0,0.33,-18.881594,-48.268178
9,RBVA11,Agência Bancária,Agência Jundiapeba,10-10-2013T21:00:00,593.44,SP,Mogi das Cruzes,"Alameda Santo Ângelo, 118","https://www.google.com.br/maps/@-23.543966,-46.258402,3a,75.9y,235.56h,98.69t/data=!3m4!1e1!3m2!1sDPOhkry3fRtRBmIIff_HLg!2e0!6m1!1e1",100.0,0.0,0.0,0.41,-23.543966,-46.258402
10,RBVA11,Agência Bancária,Agência Osasco,17-07-2014T21:00:00,536.0,SP,Osasco,"Avenida das Esmeraldas, 512 e Rua Rubi, 371","https://www.google.com.br/maps/@-23.5060419,-46.7704661,3a,59.6y,227.58h,86.32t/data=!3m4!1e1!3m2!1saD-ohLlHKkG-8VnYlVdYXQ!2e0",100.0,0.0,0.0,0.48,-23.5060419,-46.7704661
11,RBVA11,Agência Bancária,Agência Paes Leme,27-11-2014T22:00:00,903.6,SP,São Paulo,"Rua Paes Leme, 250 e 258","https://www.google.com.br/maps/@-23.5677,-46.698842,3a,90y,352.27h,81.03t/data=!3m4!1e1!3m2!1smNPlB3Vpr6wKxKyf3S9aTg!2e0!6m1!1e1",100.0,0.0,0.0,1.2,-23.5677,-46.698842
12,RBVA11,Agência Bancária,Agência Parque Maria Helena,03-10-2013T21:00:00,581.0,SP,Suzano,"Rua Coronel Souza Franco, 115","https://www.google.com.br/maps/@-23.532931,-46.307237,3a,20.7y,281.1h,89.88t/data=!3m4!1e1!3m2!1sMgGpH0TGn6Ks5ygHTlgsug!2e0!6m1!1e1",100.0,0.0,0.0,0.33,-23.532931,-46.307237
13,RBVA11,Agência Bancária,Agência Pátio do Colégio,01-12-2014T22:00:00,676.0,SP,São Paulo,"Pátio do Colégio, 1","https://www.google.com.br/maps/@-23.5488949,-46.63301,3a,90y,304.92h,110.93t/data=!3m4!1e1!3m2!1sjOSWMa9tI-9wJJRbsBDEjQ!2e0",100.0,0.0,0.0,0.69,-23.5488949,-46.63301
14,RBVA11,Agência Bancária,Agência Pedro Vicente,31-07-2014T21:00:00,814.2,SP,São Paulo,"Rua Pedro Vicente, 222","https://www.google.com.br/maps/@-23.5253674,-46.6268126,3a,63.4y,193.35h,91.28t/data=!3m4!1e1!3m2!1stTb9qPU5EVr7quJqXC3YPA!2e0!6m1!1e1",100.0,0.0,0.0,0.6,-23.5253674,-46.6268126
15,RBVA11,Agência Bancária,Agência Pirituba,13-06-2012T21:00:00,1368.0,SP,São Paulo,"Rua Guerino Giovanni Leardini, 63/67","https://www.google.com.br/maps/@-23.48747,-46.72114,3a,63.9y,218.99h,95.24t/data=!3m4!1e1!3m2!1sypQUpYsEUOImkHFZkwgY4w!2e0?hl=pt-BR",100.0,0.0,0.0,0.62,-23.48747,-46.72114
16,RBVA11,Agência Bancária,Agência Planalto Paulista,16-04-2012T21:00:00,1299.0,SP,São Paulo,"Avenida Indianópolis, 2125","https://www.google.com.br/maps/@-23.61683,-46.648856,3a,75y,55.53h,85.57t/data=!3m4!1e1!3m2!1sptvkTU8Qr1wBMTGbCSaiNg!2e0?hl=pt-BR",100.0,0.0,0.0,0.58,-23.61683,-46.648856
17,RBVA11,Agência Bancária,Agência Rio Claro,15-07-2014T21:00:00,542.7,SP,Rio Claro,"Avenida 1, 500","https://www.google.com.br/maps/@-22.4108355,-47.562984,3a,75y,344.39h,83.45t/data=!3m4!1e1!3m2!1sOe2Mb5XjPmSulpiQ63RdIg!2e0!6m1!1e1",100.0,0.0,0.0,0.42,-22.4108355,-47.562984
18,RBVA11,Agência Bancária,Agência Rua dos Italianos,24-04-2014T21:00:00,520.5,SP,São Paulo,"Rua dos Italianos, 609 621 623","https://www.google.com.br/maps/@-23.524539,-46.643856,3a,90y,245.53h,88.53t/data=!3m4!1e1!3m2!1sxvYTYpUXRT3sKdAJf0SRbw!2e0",100.0,0.0,100.0,0.0,-23.524539,-46.643856
19,RBVA11,Agência Bancária,Agência Santa Cecilia,11-07-2012T21:00:00,1205.86,SP,São Paulo,"Rua das Palmeiras, 233 - Loja","https://www.google.com.br/maps/@-23.53736,-46.6512165,3a,75y,224.52h,96.15t/data=!3m4!1e1!3m2!1saLgL54ziuHOiRd6419Jyxg!2e0?hl=pt-BR",100.0,0.0,0.0,0.59,-23.53736,-46.6512165
20,RBVA11,Agência Bancária,Agência Vila Mascote,29-08-2013T21:00:00,753.36,SP,São Paulo,"Avenida Santa Catarina, 287","https://www.google.com.br/maps/@-23.639223,-46.669483,3a,67.8y,60.41h,77.97t/data=!3m4!1e1!3m2!1s_c9pZ_8ko3mlO8G8zyRcJA!2e0!6m1!1e1",100.0,0.0,0.0,0.46,-23.639223,-46.669483
